tp_record_share,id_titolo_invio,id_titolo_exp,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,ramo,effetto_titolo,stato_share,id_incasso_exp,cod_garanzia_cmp,descrizione_garanzia_cmp,ramo_bil,codice_provv,aliquota,tipo_premi_delega,netto,diritti,accessori,imponibile,antiracket,tasse,lordo,ssn,provvigioni_totali,provvigioni_acquisto,provvigioni_incasso,collaboratore_1,collaboratore_2,collaboratore_3,provv_tot_c2,provv_tot_c3,provv_acq_c2,provv_acq_c3,filename,data_elaborazione_file,mandato
42,125000000033687,125000000033687,035,4,10B,2024010013264,0,Responsabilità civile autoveicoli terrestri,2024-01-05,P,,1G,ASSISTENZA IN VIAGGIO PLUS,1,,20.0,Q,41.8,0.0,0.0,41.8,0.0,4.18,45.98,0.0,8.36,8.36,0.0,10B,000,000,0.0,0.0,0.0,0.0,42_C_4_10B_20240301111739_0_P.csv,2024-02-01,1
42,015900000214868,015900000214868,035,4,859,2019010043314,0,Responsabilità civile autoveicoli terrestri,2019-07-23,P,,01,RCA,1,,11.5,Q,148.22,0.0,0.0,148.22,0.0,39.27,187.49,15.56,16.65,16.65,0.0,859,000,000,0.0,0.0,0.0,0.0,42_C_4_859_20240314152517_0_P.csv,2024-02-06,1
42,004028537168900,004028537168900,035,4,809,20004028537,0,Vita,2004-03-29,P,,20,Vita,20,,0.0,Q,183.28,0.52,0.0,183.8,0.0,4.6,188.4,0.0,13.51,0.0,13.51,809,001,000,0.0,0.0,0.0,0.0,42_C_4_809_20240314154822_0_P.csv,2024-02-06,1
42,079500000010374,079500000010374,035,4,226,2017010761588,0,Responsabilità civile autoveicoli terrestri,2018-06-30,P,,01,RCA,1,,12.0,Q,91.02,0.0,0.0,91.02,0.0,24.12,115.14,9.56,10.65,10.65,0.0,226,000,000,0.0,0.0,0.0,0.0,42_C_4_226_20240301121229_0_P.csv,2024-02-01,1
42,000000002473862,000000002473862,035,4,355,0355050013218,0,Infortuni,2016-10-20,P,,5,INFORTUNI,5,Provv. Ricorrente,0.0,Q,149.56,0.71,14.95,165.22,0.0,4.14,169.36,0.0,38.26,18.1,20.16,355,010,000,0.0,0.0,0.0,0.0,42_C_4_355_20240306135350_0_P.csv,2024-02-03,1
42,023700000258320,023700000258320,035,4,746,2016010270427,0,Responsabilità civile autoveicoli terrestri,2017-05-13,A,,01,RCA,1,,7.5,Q,815.1,0.0,0.0,815.1,0.0,215.99,1031.09,85.58,59.66,59.66,0.0,746,000,000,0.0,0.0,0.0,0.0,42_C_4_746_20240314152340_0_P.csv,2024-02-06,1
42,000000001959779,000000001959779,035,4,541,2019103245729,0,Incendio,2019-12-31,P,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,56.48,2.58,5.65,64.71,0.0,14.4,79.11,0.0,30.76,21.75,9.01,541,064,000,0.0,0.0,0.0,0.0,42_C_4_541_20240314140102_0_P.csv,2024-02-04,1
42,000000000793086,000000000793086,035,4,283,2011052258413,0,Infortuni,2011-10-20,P,,5,INFORTUNI,5,Provv. Ricorrente,0.0,Q,224.67,15.8,22.47,262.94,0.0,6.67,269.61,0.0,68.46,27.19,41.27,283,012,000,0.0,0.0,0.0,0.0,42_C_4_283_20240306125247_0_P.csv,2024-02-02,1
42,028200000120621,028200000120621,035,4,204,2012010216405,0,Responsabilità civile autoveicoli terrestri,2014-03-05,P,,01,RCA,1,,10.0,Q,491.7,0.0,0.0,491.7,0.0,130.3,622.0,51.63,48.03,48.02,0.01,204,000,000,0.0,0.0,0.0,0.0,42_C_4_204_20240301121025_0_P.csv,2024-02-01,1
42,012000000107766,012000000107766,035,4,715,2018010656553,0,Responsabilità civile autoveicoli terrestri,2020-11-28,A,,42,INCENDIO VEICOLI,1,,18.0,Q,7.94,0.0,0.0,7.94,0.08,1.07,9.01,0.0,1.43,1.43,0.0,715,000,000,0.0,0.0,0.0,0.0,42_C_4_715_20240314145040_0_P.csv,2024-02-05,1
42,023800000601682,023800000601682,035,4,748,2017010312150,0,Responsabilità civile autoveicoli terrestri,2019-11-12,P,,IR,INFORTUNI,1,,23.0,Q,2.06,0.0,0.0,2.06,0.0,0.05,2.11,0.0,0.47,0.47,0.0,748,000,000,0.0,0.0,0.0,0.0,42_C_4_748_20240314152638_0_P.csv,2024-02-06,1
42,023500000901467,023500000901467,035,4,742,2020010174650,0,Responsabilità civile autoveicoli terrestri,2020-04-29,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,26.0,0.0,0.0,26.0,0.0,2.6,28.6,0.0,5.2,5.2,0.0,742,000,000,0.0,0.0,0.0,0.0,42_C_4_742_20240314151458_0_P.csv,2024-02-06,1
42,000000004038033,000000004038033,035,4,215,2010052182738,0,Infortuni,2016-06-30,P,,15,MALATTIE,15,Provv. Ricorrente,0.0,Q,131.53,2.12,13.15,146.8,0.0,3.67,150.47,0.0,34.54,15.91,18.63,215,016,000,0.0,0.0,0.0,0.0,42_C_4_215_20240301120214_0_P.csv,2024-02-01,1
42,019200000447695,019200000447695,035,4,603,2020010187699,0,Responsabilità civile autoveicoli terrestri,2020-05-05,P,,01,RCA,1,,11.5,Q,422.92,0.0,0.0,422.92,0.0,112.08,535.0,44.41,47.44,47.45,-0.01,603,000,000,0.0,0.0,0.0,0.0,42_C_4_603_20240314142050_0_P.csv,2024-02-04,1
42,013500000090593,013500000090593,035,4,809,2017010019853,0,Responsabilità civile autoveicoli terrestri,2018-01-13,A,,4U,"GARANZIE ACCESSORIE - FORMULA ""UNO""",1,,14.0,Q,2.58,0.0,0.0,2.58,0.03,0.35,2.93,0.0,0.36,0.36,0.0,809,000,000,0.0,0.0,0.0,0.0,42_C_4_809_20240314154822_0_P.csv,2024-02-06,1
42,009100000169363,009100000169363,035,4,462,2021010134897,0,Responsabilità civile autoveicoli terrestri,2021-09-25,P,,5E,NUOVA CRISTALLI,1,,14.0,Q,27.34,0.0,0.0,27.34,0.27,3.69,31.03,0.0,3.83,3.83,0.0,462,000,000,0.0,0.0,0.0,0.0,42_C_4_462_20240306132825_0_P.csv,2024-02-03,1
42,002300000114940,002300000114940,035,4,222,2014010595613,0,Responsabilità civile autoveicoli terrestri,2014-08-03,P,,01,RCA,1,,11.0,Q,147.83,0.0,0.0,147.83,0.0,39.17,187.0,15.52,15.9,15.91,-0.01,222,000,000,0.0,0.0,0.0,0.0,42_C_4_222_20240301121028_0_P.csv,2024-02-01,1
42,019800000172518,019800000172518,035,4,505,2017010642012,0,Responsabilità civile autoveicoli terrestri,2017-10-16,P,,ZZ,TIPO GARANZIA AUTO E D-RAMO TRANSITORIA,1,,0.0,Q,14.05,0.0,0.0,14.05,0.14,1.9,15.95,0.0,8.43,0.0,8.43,505,000,000,0.0,0.0,0.0,0.0,42_C_4_505_20240306134152_0_P.csv,2024-02-04,1
42,026700000071288,026700000071288,035,4,255,2021010481045,0,Responsabilità civile autoveicoli terrestri,2021-12-15,P,,41,FURTO VEICOLI,1,,18.0,Q,-89.76,0.0,0.0,-89.76,0.0,0.0,-89.76,0.0,-8.08,-8.08,0.0,255,000,000,0.0,0.0,0.0,0.0,42_C_4_255_20240301150822_0_P.csv,2024-02-02,1
42,000000007949645,000000007949645,035,4,253,2008102044528,0,Incendio,2019-11-13,P,,7,FURTO,7,Provv. Ricorrente,0.0,Q,469.34,23.45,46.94,539.73,0.0,120.1,659.83,0.0,148.3,72.28,76.02,253,013,000,0.0,0.0,0.0,0.0,42_C_4_253_20240301150036_0_P.csv,2024-02-02,1
42,012800000248854,012800000248854,035,4,703,2017010711813,0,Responsabilità civile autoveicoli terrestri,2018-12-07,A,,4B,EVENTI SOCIOPOLITICI,1,,14.0,Q,27.62,0.0,0.0,27.62,0.28,3.73,31.35,0.0,3.87,3.87,0.0,703,000,000,0.0,0.0,0.0,0.0,42_C_4_703_20240314142839_0_P.csv,2024-02-05,1
42,022900000356891,022900000356891,035,4,575,2021010342996,0,Responsabilità civile autoveicoli terrestri,2022-07-03,P,,IP,INFORTUNI,1,,23.0,Q,23.5,0.0,0.0,23.5,0.0,0.59,24.09,0.0,5.41,5.41,0.0,575,000,000,0.0,0.0,0.0,0.0,42_C_4_575_20240314141415_0_P.csv,2024-02-04,1
42,000000009220628,000000009220628,035,4,316,2014102714323,0,Incendio,2024-04-23,I,,19,ASSISTENZA,19,Provv. Ricorrente,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,005,000,0.0,0.0,0.0,0.0,42_C_4_316_20240306132003_0_P.csv,2024-02-02,1
42,032200000442176,032200000442176,035,4,168,2018010202022,0,Responsabilità civile autoveicoli terrestri,2023-04-28,P,,4V,"GARANZIE ACCESSORIE - FORMULA ""DUE""",1,,14.0,Q,4.94,0.0,0.0,4.94,0.05,0.67,5.61,0.0,0.69,0.69,0.0,168,000,000,0.0,0.0,0.0,0.0,42_C_4_168_20240301112638_0_P.csv,2024-02-01,1
42,000000015170489,000000015170489,035,4,313,2015102802652,0,Incendio,2023-01-26,P,,10,INCENDIO,10,Provv. Ricorrente,0.0,Q,26.92,3.59,2.7,33.21,0.0,7.4,40.61,0.0,8.99,3.27,5.72,313,078,000,0.0,0.0,0.0,0.0,42_C_4_313_20240306131218_0_P.csv,2024-02-02,1
42,000000007365224,000000007365224,035,4,854,2013102669911,0,Incendio,2017-11-24,P,,3,R.C.G.,3,Provv. Ricorrente,0.0,Q,107.32,6.95,10.73,125.0,0.0,27.82,152.82,0.0,31.33,12.99,18.34,854,025,000,0.0,0.0,0.0,0.0,42_C_4_854_20240314151459_0_P.csv,2024-02-06,1
42,008600000063285,008600000063285,035,4,408,2012010252651,0,Responsabilità civile autoveicoli terrestri,2013-01-16,A,,01,RCA,1,,12.0,Q,61.68,0.0,0.0,61.68,0.0,16.35,78.03,6.48,6.02,43.71,-37.69,408,000,000,0.0,0.0,0.0,0.0,42_C_4_408_20240306131601_0_P.csv,2024-02-03,1
42,031600000728957,031600000728957,035,4,122,2018010630269,0,Responsabilità civile autoveicoli terrestri,2018-11-02,A,,42,INCENDIO VEICOLI,1,,18.0,Q,2.58,0.0,0.0,2.58,0.03,0.35,2.93,0.0,0.46,0.46,0.0,122,000,000,0.0,0.0,0.0,0.0,42_C_4_122_20240301112716_0_P.csv,2024-02-01,1
42,000000007272657,000000007272657,035,4,316,2019502517409,0,Cauzioni,2022-05-30,A,,50,CAUZIONI,50,Provv. Ricorrente,0.0,Q,820.94,38.7,205.24,1064.88,0.0,133.12,1198.0,0.0,228.45,82.09,146.36,316,017,000,0.0,0.0,0.0,0.0,42_C_4_316_20240306132003_0_P.csv,2024-02-02,1
42,004900000158035,004900000158035,035,4,322,2019010629343,0,Responsabilità civile autoveicoli terrestri,2020-11-30,A,,X4,TUTELA LEGALE - GARANZIA BASE,1,,20.0,Q,18.0,0.0,0.0,18.0,0.0,2.25,20.25,0.0,3.6,3.6,0.0,322,000,000,0.0,0.0,0.0,0.0,42_C_4_322_20240306132259_0_P.csv,2024-02-02,1
42,029800000529788,029800000529788,035,4,283,2013010005943,0,Responsabilità civile autoveicoli terrestri,2022-01-28,A,,4B,EVENTI SOCIOPOLITICI,1,,14.0,Q,25.75,0.0,0.0,25.75,0.26,3.48,29.23,0.0,3.61,3.61,0.0,283,000,000,0.0,0.0,0.0,0.0,42_C_4_283_20240306125247_0_P.csv,2024-02-02,1
42,011300000332727,011300000332727,035,4,651,2021010172732,0,Responsabilità civile autoveicoli terrestri,2022-04-18,A,,1B,PERSONA 360,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651,000,000,0.0,0.0,0.0,0.0,42_C_4_651_20240314135454_0_P.csv,2024-02-05,1
42,018700000152627,018700000152627,035,4,705,2017010449894,0,Responsabilità civile autoveicoli terrestri,2018-01-09,A,,IR,INFORTUNI,1,,23.0,Q,3.24,0.0,0.0,3.24,0.0,0.08,3.32,0.0,0.75,0.75,0.0,705,000,000,0.0,0.0,0.0,0.0,42_C_4_705_20240314143243_0_P.csv,2024-02-05,1
42,000000009377320,000000009377320,035,4,575,2010102208054,0,Incendio,2022-03-22,P,,0,,0,Provv. Ricorrente,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575,000,000,0.0,0.0,0.0,0.0,42_C_4_575_20240314141415_0_P.csv,2024-02-04,1
42,002900000270548,002900000270548,035,4,470,2018010199028,0,Responsabilità civile autoveicoli terrestri,2018-04-06,A,,01,RCA,1,,10.0,Q,14.23,0.0,0.0,14.23,0.0,3.77,18.0,1.49,1.41,1.41,0.0,470,000,000,0.0,0.0,0.0,0.0,42_C_4_470_20240306133139_0_P.csv,2024-02-04,1
42,013400000443946,013400000443946,035,4,722,2022010510286,0,Responsabilità civile autoveicoli terrestri,2023-11-24,P,,01,RCA,1,,9.0,Q,82.22,0.0,0.0,82.22,0.0,21.78,104.0,8.63,7.22,7.22,0.0,722,000,000,0.0,0.0,0.0,0.0,42_C_4_722_20240314150509_0_P.csv,2024-02-06,1
42,000000016956310,000000016956310,035,4,180,2018502460550,0,Cauzioni,2022-02-12,P,,50,CAUZIONI,50,Provv. Ricorrente,0.0,Q,92.74,17.39,23.19,133.32,0.0,16.68,150.0,0.0,33.61,9.27,24.34,180,276,000,0.0,0.0,0.0,0.0,42_C_4_180_20240301115032_0_P.csv,2024-02-01,1
42,000000006499116,000000006499116,035,4,241,2019103183958,0,Incendio,2023-04-28,P,,18,ALTRI DANNI AI BENI,18,Provv. Ricorrente,0.0,Q,62.93,1.56,6.29,70.78,0.0,15.76,86.54,0.0,18.93,9.69,9.24,241,021,000,0.0,0.0,0.0,0.0,42_C_4_241_20240301145910_0_P.csv,2024-02-02,1
42,091100000041309,091100000041309,035,4,867,2021010084316,0,,2021-07-07,A,,ID,INFORTUNI,1,,23.0,Q,7.73,0.0,0.0,7.73,0.0,0.19,7.92,0.0,1.78,1.78,0.0,867,000,000,0.0,0.0,0.0,0.0,42_C_4_867_20240314152955_0_P.csv,2024-02-06,1
42,031600000987709,031600000987709,035,4,122,2022010193042,0,Responsabilità civile autoveicoli terrestri,2023-05-12,A,,4B,EVENTI SOCIOPOLITICI,1,,14.0,Q,25.75,0.0,0.0,25.75,0.26,3.48,29.23,0.0,3.61,3.61,0.0,122,000,000,0.0,0.0,0.0,0.0,42_C_4_122_20240301112716_0_P.csv,2024-02-01,1
42,000000014630929,000000014630929,035,4,180,2011102442716,0,Incendio,2020-12-01,P,,18,ALTRI DANNI AI BENI,18,Provv. Ricorrente,0.0,Q,59.76,1.47,5.98,67.21,0.0,14.97,82.18,0.0,17.33,8.55,8.78,180,303,000,0.0,0.0,0.0,0.0,42_C_4_180_20240301115032_0_P.csv,2024-02-01,1
42,000000008753218,000000008753218,035,4,401,2016102971990,0,Incendio,2018-06-30,P,,9,CRISTALLI,9,Provv. Ricorrente,0.0,Q,76.8,0.26,7.68,84.74,0.0,18.02,102.76,0.0,21.28,10.98,10.3,401,002,000,0.0,0.0,0.0,0.0,42_C_4_401_20240306130805_0_P.csv,2024-02-03,1
42,001900000294375,001900000294375,035,4,244,2018010485715,0,Responsabilità civile autoveicoli terrestri,2021-08-07,P,,01,RCA,1,,10.0,Q,113.82,0.0,0.0,113.82,0.0,26.18,140.0,11.95,11.11,11.11,0.0,244,000,000,0.0,0.0,0.0,0.0,42_C_4_244_20240301150451_0_P.csv,2024-02-02,1
42,009200000113896,009200000113896,035,4,490,2019010227746,0,Responsabilità civile autoveicoli terrestri,2019-09-10,P,,01,RCA,1,,11.5,Q,292.2,0.0,0.0,292.2,0.0,77.43,369.63,30.68,32.82,32.82,0.0,490,000,000,0.0,0.0,0.0,0.0,42_C_4_490_20240306133520_0_P.csv,2024-02-04,1
42,028400000245870,028400000245870,035,4,215,2017010761363,0,Responsabilità civile autoveicoli terrestri,2017-12-31,P,,42,INCENDIO VEICOLI,1,,18.0,Q,20.63,0.0,0.0,20.63,0.21,2.79,23.42,0.0,3.71,3.71,0.0,215,000,000,0.0,0.0,0.0,0.0,42_C_4_215_20240301120214_0_P.csv,2024-02-01,1
42,023500000679110,023500000679110,035,4,742,2015010191700,0,Responsabilità civile autoveicoli terrestri,2017-03-28,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,12.88,0.0,0.0,12.88,0.0,1.29,14.17,0.0,2.58,2.58,0.0,742,000,000,0.0,0.0,0.0,0.0,42_C_4_742_20240314151458_0_P.csv,2024-02-06,1
42,018200000447526,018200000447526,035,4,665,2020010160322,0,Responsabilità civile autoveicoli terrestri,2023-10-19,P,,IM,INFORTUNI,1,,23.0,Q,7.73,0.0,0.0,7.73,0.0,0.19,7.92,0.0,1.78,1.78,0.0,665,000,000,0.0,0.0,0.0,0.0,42_C_4_665_20240314140226_0_P.csv,2024-02-05,1
42,023800000382530,023800000382530,035,4,748,2012010775257,0,Responsabilità civile autoveicoli terrestri,2013-12-31,A,,IP,INFORTUNI,1,,23.0,Q,15.0,0.0,0.0,15.0,0.0,0.38,15.38,0.0,3.45,3.45,0.0,748,000,000,0.0,0.0,0.0,0.0,42_C_4_748_20240314152638_0_P.csv,2024-02-06,1
42,028500000441634,028500000441634,035,4,231,2017010619056,0,Responsabilità civile autoveicoli terrestri,2021-10-07,P,,IM,INFORTUNI,1,,23.0,Q,4.89,0.0,0.0,4.89,0.0,0.12,5.01,0.0,1.12,1.12,0.0,231,000,000,0.0,0.0,0.0,0.0,42_C_4_231_20240301121506_0_P.csv,2024-02-01,1
42,107000000009572,107000000009572,035,4,379,2020010485182,0,,2021-10-29,P,,01,RCA,1,,11.5,Q,118.04,0.0,0.0,118.04,0.0,31.28,149.32,12.39,13.27,13.27,0.0,379,000,000,0.0,0.0,0.0,0.0,42_C_4_379_20240306125918_0_P.csv,2024-02-03,1
42,024400000706234,024400000706234,035,4,764,2023010391557,0,Responsabilità civile autoveicoli terrestri,2024-01-31,P,,8A,LINEA VERDE / A TUTTO GAS - ASSISTENZA IN VIAGGIO,1,,20.0,Q,4.25,0.0,0.0,4.25,0.04,0.57,4.82,0.0,0.85,0.85,0.0,764,000,000,0.0,0.0,0.0,0.0,42_C_4_764_20240314153750_0_P.csv,2024-02-06,1
42,023500000953236,023500000953236,035,4,742,2019010488240,0,Responsabilità civile autoveicoli terrestri,2021-02-28,P,,01,RCA,1,,11.5,Q,217.39,0.0,0.0,217.39,0.0,57.61,275.0,22.83,24.42,24.41,0.01,742,000,000,0.0,0.0,0.0,0.0,42_C_4_742_20240314151458_0_P.csv,2024-02-06,1
42,091100000072437,091100000072437,035,4,867,2022010359807,0,,2022-07-27,P,,01,RCA,1,,10.5,Q,227.02,0.0,0.0,227.02,0.0,60.16,287.18,23.84,23.26,23.26,0.0,867,000,000,0.0,0.0,0.0,0.0,42_C_4_867_20240314152955_0_P.csv,2024-02-06,1
42,014900000321250,014900000321250,035,4,832,2019010473211,0,Responsabilità civile autoveicoli terrestri,2023-07-22,A,,IP,INFORTUNI,1,,23.0,Q,21.78,0.0,0.0,21.78,0.0,0.54,22.32,0.0,5.01,5.01,0.0,832,000,000,0.0,0.0,0.0,0.0,42_C_4_832_20240314150441_0_P.csv,2024-02-06,1
42,015800000577145,015800000577145,035,4,855,2016010566158,0,Responsabilità civile autoveicoli terrestri,2021-10-07,P,,01,RCA,1,,11.5,Q,127.48,0.0,0.0,127.48,0.0,33.79,161.27,13.39,14.29,14.29,0.0,855,000,000,0.0,0.0,0.0,0.0,42_C_4_855_20240314152012_0_P.csv,2024-02-06,1
42,022100000061067,022100000061067,035,4,532,2012010155409,0,Responsabilità civile autoveicoli terrestri,2012-01-31,P,,42,INCENDIO VEICOLI,1,,0.0,Q,5.0,0.0,0.0,5.0,0.05,0.68,5.68,0.0,0.9,0.0,0.9,532,000,000,0.0,0.0,0.0,0.0,42_C_4_532_20240314135448_0_P.csv,2024-02-04,1
42,023800000566068,023800000566068,035,4,748,2017010582181,0,Responsabilità civile autoveicoli terrestri,2018-10-03,P,,IP,INFORTUNI,1,,23.0,Q,9.0,0.0,0.0,9.0,0.0,0.23,9.23,0.0,2.07,2.07,0.0,748,000,000,0.0,0.0,0.0,0.0,42_C_4_748_20240314152638_0_P.csv,2024-02-06,1
42,000000006112950,000000006112950,035,4,244,2019103227475,0,Incendio,2023-05-15,P,,7,FURTO,7,Provv. Ricorrente,0.0,Q,329.48,0.0,32.94,362.42,0.0,80.64,443.06,0.0,83.36,39.87,43.49,244,061,000,0.0,0.0,0.0,0.0,42_C_4_244_20240301150451_0_P.csv,2024-02-02,1
42,000000002793830,000000002793830,035,4,274,2019103240267,0,Incendio,2022-12-09,P,,19,ASSISTENZA,19,Provv. Ricorrente,0.0,Q,3.35,0.54,0.34,4.23,0.0,0.42,4.65,0.0,1.18,0.41,0.77,274,001,000,0.0,0.0,0.0,0.0,42_C_4_274_20240306124828_0_P.csv,2024-02-02,1
42,066800000196269,066800000196269,035,4,126,2016010503254,0,Responsabilità civile autoveicoli terrestri,2017-09-13,A,,8C,TUTELA LEGALE - GARANZIA ESTESA,1,,20.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,-3.81,126,000,000,0.0,0.0,0.0,0.0,42_C_4_126_20240301113251_0_P.csv,2024-02-01,1
42,079500000008959,079500000008959,035,4,226,2018010111919,0,Responsabilità civile autoveicoli terrestri,2018-02-23,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,51.0,0.0,0.0,51.0,0.0,5.1,56.1,0.0,10.2,10.2,0.0,226,000,000,0.0,0.0,0.0,0.0,42_C_4_226_20240301121229_0_P.csv,2024-02-01,1
42,000000004021886,000000004021886,035,4,127,2019103191602,0,Incendio,2021-01-01,P,,18,ALTRI DANNI AI BENI,18,Provv. Ricorrente,0.0,Q,130.34,2.89,13.04,146.27,0.0,19.75,166.02,0.0,34.71,15.77,18.94,127,002,000,0.0,0.0,0.0,0.0,42_C_4_127_20240301110823_0_P.csv,2024-02-01,1
42,091100000007124,091100000007124,035,4,867,2019010157935,0,,2020-03-21,A,,IM,INFORTUNI,1,,23.0,Q,15.0,0.0,0.0,15.0,0.0,0.38,15.38,0.0,3.45,3.45,0.0,867,000,000,0.0,0.0,0.0,0.0,42_C_4_867_20240314152955_0_P.csv,2024-02-06,1
42,002100000276443,002100000276443,035,4,445,2019010190996,0,Responsabilità civile autoveicoli terrestri,2020-04-25,A,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,26.0,0.0,0.0,26.0,0.0,2.6,28.6,0.0,5.2,5.2,0.0,445,000,000,0.0,0.0,0.0,0.0,42_C_4_445_20240306132045_0_P.csv,2024-02-03,1
42,012400000286592,012400000286592,035,4,813,2017010227570,0,Responsabilità civile autoveicoli terrestri,2022-10-15,P,,19,ASSISTENZA IN VIAGGIO,1,,20.0,Q,11.38,0.0,0.0,11.38,0.0,1.14,12.52,0.0,2.28,2.28,0.0,813,000,000,0.0,0.0,0.0,0.0,42_C_4_813_20240314155140_0_P.csv,2024-02-06,1
42,005300000197190,005300000197190,035,4,353,2012010264354,0,Responsabilità civile autoveicoli terrestri,2012-03-26,P,,01,RCA,1,,0.0,Q,22.14,0.0,0.0,22.14,0.0,5.86,28.0,2.32,2.58,0.0,2.58,353,000,000,0.0,0.0,0.0,0.0,42_C_4_353_20240306135020_0_P.csv,2024-02-03,1
42,001900000274356,001900000274356,035,4,244,2017010287480,0,Responsabilità civile autoveicoli terrestri,2020-06-24,P,,1B,PERSONA 360,1,,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,000,000,0.0,0.0,0.0,0.0,42_C_4_244_20240301150451_0_P.csv,2024-02-02,1
42,080700000090822,080700000090822,035,4,704,2019010471956,0,Responsabilità civile autoveicoli terrestri,2020-08-07,A,,IM,INFORTUNI,1,,23.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,-1.78,704,000,000,0.0,0.0,0.0,0.0,42_C_4_704_20240314143030_0_P.csv,2024-02-05,1
42,080000000074953,080000000074953,035,4,874,2019010277444,0,Responsabilità civile autoveicoli terrestri,2019-05-14,P,,01,RCA,1,,10.0,Q,140.92,0.0,0.0,140.92,0.0,37.35,178.27,14.8,13.77,13.77,0.0,874,000,000,0.0,0.0,0.0,0.0,42_C_4_874_20240314153400_0_P.csv,2024-02-06,1
42,011800000450197,011800000450197,035,4,654,2020010387817,0,Responsabilità civile autoveicoli terrestri,2022-07-30,P,,RE,INFORTUNI,1,,23.0,Q,2.32,0.0,0.0,2.32,0.0,0.06,2.38,0.0,0.53,0.53,0.0,654,000,000,0.0,0.0,0.0,0.0,42_C_4_654_20240314135712_0_P.csv,2024-02-05,1
42,000000005758374,000000005758374,035,4,118,2020052900792,0,Infortuni,2021-02-06,P,,15,MALATTIE,15,Provv. Ricorrente,0.0,Q,25.01,0.0,2.5,27.51,0.0,0.69,28.2,0.0,10.87,7.57,3.3,118,033,000,0.0,0.0,0.0,0.0,42_C_4_118_20240301111947_0_P.csv,2024-02-01,1
42,000000001786146,000000001786146,035,4,891,2011102420737,0,Incendio,2018-10-01,P,,19,ASSISTENZA,19,Provv. Ricorrente,0.0,Q,4.73,0.0,0.47,5.2,0.0,0.52,5.72,0.0,1.3,0.68,0.62,891,000,000,0.0,0.0,0.0,0.0,42_C_4_891_20240314154652_0_P.csv,2024-02-06,1
42,000000005469542,000000005469542,035,4,345,2013102654451,0,Incendio,2023-11-06,P,,7,FURTO,7,Provv. Ricorrente,0.0,Q,210.44,17.38,42.16,269.98,0.0,60.08,330.06,0.0,68.53,27.79,40.74,345,007,000,0.0,0.0,0.0,0.0,42_C_4_345_20240306134234_0_P.csv,2024-02-03,1
42,006500031164371,006500031164371,035,4,100,2022103448807,0,Incendio,2023-09-22,P,,9,CRISTALLI,9,Provv. Ricorrente,0.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,065,000,0.0,0.0,0.0,0.0,42_C_4_100_20240301111136_0_P.csv,2024-02-01,1
42,002900000335768,002900000335768,035,4,470,2020010446585,0,Responsabilità civile autoveicoli terrestri,2020-08-27,P,,42,INCENDIO VEICOLI,1,,18.0,Q,5.0,0.0,0.0,5.0,0.05,0.68,5.68,0.0,0.9,0.9,0.0,470,000,000,0.0,0.0,0.0,0.0,42_C_4_470_20240306133139_0_P.csv,2024-02-04,1
42,006600000357690,006600000357690,035,4,333,2018010432848,0,Responsabilità civile autoveicoli terrestri,2023-12-09,P,,5E,NUOVA CRISTALLI,1,,14.0,Q,22.43,0.0,0.0,22.43,0.22,3.02,25.45,0.0,3.14,3.14,0.0,333,000,000,0.0,0.0,0.0,0.0,42_C_4_333_20240306133056_0_P.csv,2024-02-03,1
42,015700000284042,015700000284042,035,4,856,2014010125772,0,Responsabilità civile autoveicoli terrestri,2017-02-09,A,,01,RCA,1,,10.0,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.13,-15.13,856,000,000,0.0,0.0,0.0,0.0,42_C_4_856_20240314152304_0_P.csv,2024-02-06,1
42,008000000183268,008000000183268,035,4,356,2019010019231,0,Responsabilità civile autoveicoli terrestri,2019-01-13,P,,01,RCA,1,,10.0,Q,8.37,0.0,0.0,8.37,0.0,1.63,10.0,0.88,0.84,0.84,0.0,356,000,000,0.0,0.0,0.0,0.0,42_C_4_356_20240306124655_0_P.csv,2024-02-03,1
42,014200000499860,014200000499860,035,4,802,2022010140306,0,Responsabilità civile autoveicoli terrestri,2023-02-12,A,,01,RCA,1,,9.0,Q,333.49,0.0,0.0,333.49,0.0,88.38,421.87,35.02,29.31,29.32,-0.01,802,000,000,0.0,0.0,0.0,0.0,42_C_4_802_20240314154513_0_P.csv,2024-02-06,1
